vOTU_ID	genofeature_module
MZ820085	SNF2_DnaB_RecA
MZ820088	P438
MZ820089	DnaB_RecA
MZ820093	P438_Gp41_RecA
MZ820095	P438_Gp41_RecA
MZ826350	L438
MZ826699	UvrB_Twinkle
MZ832314	SNF2
MZ833439	Gp4
MZ836210	UvrB_Twinkle
MZ868724	F762
MZ868726	F762
MZ892987	F762_P438_DnaB
MZ892988	F762_A438
MZ892989	F762_P438_DnaB
MZ892990	F762_P438_DnaB
MZ892991	F762_P438_DnaB
MZ892992	F762_P438_DnaB
MZ892993	F762_DnaB
MZ923504	DnaB
MZ927745	UvsW
MZ936314	F762
MZ936315	F762
MZ958750	P438_Gp41_RecA
MZ969646	L438_DnaB
MZ995506	Y762_Gp4
OK018136	F762
OK040171	L438
OK040777	F762_Twinkle
OK040779	F762_Twinkle
OK040786	DnaB
OK040790	Y762_L438_SNF2_Twinkle
OK040793	Y762_L438_SNF2_Twinkle
OK040794	Y762_L438_PcrA_SNF2_Twinkle
OK041469	SNF2
OK042080	Y762_Gp4
OK042081	RecG
OK073976	Gp4
OK149171	F762_Dda
OK149216	F762_L438
OK169616	L762_SNF2
OK172329	I438_DnaB
OK210074	Y762_Gp4
OK210075	UvsW
OK216879	L762_UvsW
OK247671	Twinkle
OK254198	L438_Dda_UvsW_Gp41_UvsX
OK258140	F762
OK272474	L762_SNF2
OK272477	F762_L438_DnaB
OK272480	F762_L438_DnaB
OK272488	L762_SNF2
OK274245	Y762_Gp4
OK275494	L762_RecG
OK275495	F762
OK283305	L762_P438_SNF2
OK283306	P438_SNF2
OK283618	Y762_L438_Gp4
OK310513	L762_SNF2
OK318991	Y762_Gp4
OK330455	UvsW
OK335775	L438_Dda_UvsW_Gp41_UvsX
OK335783	F762
OK349507	SNF2
OK381870	F762_DnaB_RecA
OK412919	P438
OK490421	UvrD_RecG
OK499971	DnaB
OK499977	F762_L438_UvsW_Gp41_RecA
OK499978	UvrB
OK499982	Y762_Gp4
OK499983	F762_L438_UvsW_Gp41_RecA
OK499985	L762_SNF2
OK499987	L438_RecD
OK499988	L762_SNF2
OK499991	L438_RecD
OK499992	L438_RecD
OK499995	F762_SNF2
OK539833	L438_Gp4
OK539913	Y762_L438_Gp4
OK570184	Y762_Gp4
OK570185	Y762
OK570186	RecG
OK655936	UvrB_Twinkle
OK665841	DnaB
OK896991	L438_DnaB
OK999979	F762_Twinkle
OL362270	F762
OL362271	Y762
OL362276	Y762_Gp4
OL362277	RecG
OL362278	F762
OL362279	F762
OL409034	Y762_Gp4
OL412002	Y762_Gp4
OL416096	F762_DnaB
OL436245	F762_L438_UvsW_Gp41_RecA
OL449681	UvrB_Twinkle
OL451225	L438_Dda_UvsW_Gp41_UvsX
OL455887	SNF2_Twinkle
OL455888	F762_SNF2
OL455890	SNF2_Twinkle
OL455893	L762_RecG
OL455896	F762_Twinkle
OL455900	F762_Twinkle
OL473597	L438_UvsW_Gp41_UvsX
OL474125	F762
OL502173	F762_L438_DnaB
OL505084	SNF2_Twinkle
OL539441	RecG
OL539443	UvrB_Twinkle
OL539449	SNF2_Twinkle
OL539454	UvrB
OL539455	RecG
OL539457	UvrB_Twinkle
OL539459	UvrB_Twinkle
OL539466	UvrB_Twinkle
OL539467	UvrB_Twinkle
OL549189	F762_Twinkle
OL549192	F762_Twinkle
OL551674	L438_Dda_UvsW_Gp41_UvsX
OL604152	UvrB_Twinkle
OL614104	SNF2_UvrB_Twinkle
OL615010	L762_SNF2
OL615013	L438_UvsW_Gp41_UvsX
OL631484	RecD_UvsW_Twinkle
OL634959	F762
OL658619	RecG_Twinkle
OL674249	UvrB_Twinkle
OL674541	L762_L438_SNF2
OL690335	SNF2_DnaB
OL691920	Y762_Gp4
OL702939	L438_UvsW_Gp41_UvsX
OL741057	F762_L438_UvsW_Gp41_RecA
OL743187	DnaB
OL744210	UvrB_Twinkle
OL744215	Y762_Gp4
OL744217	Y762_Gp4
OL744218	Y762_Gp4
OL744220	Y762_L438
OL770107	L438_Dda_UvsW_Gp41_UvsX
OL770108	UvrB_Twinkle
OL770262	L438_Dda_UvsW_Gp41
OL770263	F762
OL770365	L438_Gp4
OL774570	SNF2
OL774866	Twinkle
OL774869	DnaB
OL774874	UvsW
OL774876	Twinkle
OL799258	F762_UvsW_Gp41_RecA
OL799260	F762_UvsW_Gp41_RecA
OL799327	Gp4
OL800603	Y762_Gp4
OL800604	F762_L438_DnaB
OL802211	UvsW
OL828291	L438_Dda_UvsW_Gp41_UvsX
OL828819	Twinkle
OL829977	F762_SNF2
OL829978	P438_Gp41_RecA
OL840901	L762_SNF2
OL854071	F762
OL856139	Y762_Gp4
OL944021	L762_SNF2
OL944022	L762_SNF2
OL944023	L762_SNF2
OL944604	UvsW_Twinkle
OL955261	Y762_L438_RecD_SNF2
OL960029	L762_SNF2
OL960573	UvrB
OL960575	UvrB
OL960578	UvrB_Twinkle
OL960579	UvrB_Twinkle
OL963731	Y762_L438_RecD_SNF2
OL964754	L762_SNF2
OL964756	SNF2
OL964948	F762
OL989991	L438_Dda_UvsW_Gp41_UvsX
OM022251	DnaB
OM033133	DnaB
OM033136	Y762_Gp4
OM046622	DnaB
OM046629	DnaB
OM049504	UvrB_Twinkle
OM065839	UvrB_Twinkle
OM065840	UvrB_Twinkle
OM103161	UvrB_Twinkle
OM103162	Y762_Gp4
OM105885	SNF2
OM112210	L762_P438_DnaB
OM131411	Y762_Gp4
OM135608	RecG
OM135992	L438_UvsW_RecA
OM141125	DnaB
OM158235	F762_Dda
OM194188	Y762_Gp4
OM194190	Y762_Gp4
OM203158	F762_P438_Gp4
OM203161	F762_P438_Gp4
OM203162	F762
OM223115	L438_RecG_Gp41_RecA
OM234793	F762_DnaB
OM236514	Twinkle
OM236515	L438_DnaB
OM256450	Y762_Gp4
OM256482	Y762_Gp4
OM258170	UvrB_Twinkle
OM262541	L762_SNF2
OM272052	L762_SNF2
OM293948	F762_UvsW_Gp41_RecA
OM293949	L438_SNF2
OM293954	DnaB
OM293957	DnaB
OM293958	DnaB
OM317910	UvrB_Twinkle
OM319461	L438
OM334891	SNF2_Twinkle
OM355495	Y762_Gp4
OM362522	F762
OM373202	DnaB
OM373548	UvsW_Gp41_RecA
OM373549	L438_DnaB
OM373554	DnaB
OM373555	RecG
OM373558	RecG_Twinkle
OM373559	L762_SNF2
OM373561	UvrB_Twinkle
OM386655	L438_Dda_UvsW_Gp41_UvsX
OM386657	F762_L438_DnaB
OM386660	F762_L438_DnaB
OM386662	L438_Dda_UvsW_Gp41_UvsX
OM386665	Y762_L438_Gp4
OM416779	Gp4
OM416780	Gp4
OM439665	L762_SNF2
OM457001	L438_Dda_UvsW_Gp41_UvsX
OM457002	Y762_Gp4
OM471864	DnaB
OM513680	F762
OM519319	H762_RecD
OM621816	F762_SNF2_Gp41_RecA
OM630586	Gp4
OM630587	F762
OM630589	F762
OM630590	Y762_Gp4
OM632668	L762_SNF2
OM632671	L438_Dda_UvsW_Gp41_UvsX
OM634653	L438_RecD
OM634661	L438_PcrA_SNF2_DnaB_RecA
OM638103	L438_Dda_UvsW_Gp41_UvsX
OM654374	UvsW_Twinkle
OM654376	UvsW
OM654377	Gp4
OM654378	UvsW
OM654379	L762_L438_DnaB
OM654404	F762
OM687509	DnaB
OM687510	SNF2
OM716005	Gp4
OM718002	L438_SNF2
OM728298	F762_L438_UvrD_UvsW_Gp41
OM728299	L438_UvrD_UvsW_Gp41
OM728300	F762_L438_UvsW_Gp41_RecA
OM732337	RecG_Twinkle
OM735461	UvrB_DnaB
OM735688	F762
OM735690	UvrB_Twinkle
OM743306	F762_L438_UvsW_Gp41_RecA
OM810255	L762_SNF2
OM810291	L438_Gp4
OM810292	SNF2
OM816834	DnaB
OM816837	F762
OM850392	F762_L438_UvsW_Gp41_RecA
OM858838	Dda
OM864357	F762
OM868075	UvrB
OM868076	SNF2
OM868079	DnaB
OM868081	F762_UvsW
OM868082	DnaB
OM876856	L438_SNF2_Twinkle
OM897575	F762_Gp4
OM908436	Y762_Gp4
OM908766	F762_Dda
OM912978	L438_Dda_UvsW_Gp41_UvsX
OM912979	UvrB_Twinkle
OM913587	SNF2
OM913597	F762
OM913598	F762
OM913599	Y762
OM913894	F762
OM925528	F762
OM937123	Y762_Gp4
OM962999	F762
OM971648	L438_Dda_Gp41
OM982619	F762_SNF2
OM982620	L438
OM982621	L438_PcrA_UvsW_Gp41_UvsX
ON004963	F762_L438_Dda
ON005621	L762_SNF2
ON014753	DnaB
ON014754	L762_L438
ON014755	L762_P438_RecD_SNF2
ON014756	DnaB
ON015836	F762_DnaB_RecA
ON018986	SNF2_DnaB
ON036882	DnaB
ON036883	DnaB
ON042477	F762
ON062054	UvrB_Twinkle
ON075462	F762_DnaB_RecA
ON075799	L438_Gp4
ON081052	UvsW_Twinkle
ON086804	UvrB
ON087563	L762_SNF2
ON107243	L762_SNF2
ON107264	PcrA_DnaB
ON108645	F762_SNF2
ON113174	L762_DnaB
ON113175	L762
ON113176	SNF2_Twinkle
ON113180	L762_DnaB
ON113345	DnaB
ON117106	DnaB
ON125307	F762_UvsW_Gp41_RecA
ON132389	F762
ON146294	UvrB
ON148527	Y762_Gp4
ON156559	Y762_Gp4
ON165415	F762
ON169962	L438_UvsW_Gp41_UvsX
ON169963	L438_UvsW_Gp41_UvsX
ON169972	Y762_L438
ON184124	L762_SNF2
ON184126	L438_UvsW_Gp41_UvsX
ON185582	F762_L438_DnaB
ON185587	UvrB_Twinkle
ON189043	UvsW
ON189044	UvsW
ON189045	L762_L438_SNF2
ON189047	L762_SNF2
ON189048	L762_SNF2
ON191531	SNF2
ON208829	F762_RecB
ON208830	P438_Gp41_RecA
ON208831	F762_SNF2
ON210136	L762_SNF2
ON210138	L438_Gp4
ON210142	F762
ON210144	Gp4
ON210834	L762_L438
ON237674	DnaB
ON245412	Gp4
ON260813	L762_UvsW
ON260825	DnaB
ON260826	DnaB
ON286972	L438_Dda_UvsW_Gp41_UvsX
ON287368	UvrB_Twinkle
ON287369	Y762_L438
ON287370	SNF2
ON287371	UvsW_Twinkle
ON287372	SNF2
ON287377	F762
ON287378	Y762_Gp4
ON323491	F762_I438_UvrB
ON331942	L762_L438_SNF2
ON337195	Y762_SNF2
ON337196	F762_P438_RecB_Gp4
ON361135	L438
ON364344	L438_Gp4
ON366409	UvsW_Twinkle
ON366410	SNF2
ON366411	UvsW_Gp41_RecA
ON376263	Gp4
ON391668	L762_SNF2
ON392163	F762_SNF2
ON392167	L762_UvsW
ON409568	L762_SNF2
ON416862	DnaB
ON453893	L762_SNF2
ON453895	DnaB
ON453899	PcrA_DnaB
ON453900	DnaB
ON453903	UvsW
ON453904	Gp4
ON453905	DnaB
ON456331	SNF2
ON456338	F762_SNF2
ON456348	F762_SNF2
ON456352	L762_UvsW
ON456356	SNF2
ON457554	F762
ON457559	SNF2
ON470579	L762_SNF2
ON470586	UvsW_Twinkle
ON470589	DnaB
ON470594	DnaB
ON470615	SNF2_DnaB
ON470617	SNF2_DnaB
ON480525	DnaB
ON489264	UvrB
ON513429	F762
ON526969	H762
ON526972	F762_SNF2
ON526974	P438
ON526975	SNF2
ON526980	L762_SNF2
ON528716	Y762_Gp4
ON528717	Y762_Gp4
ON528719	Y762
ON528732	Y762_L438_Gp4
ON528933	F762_Twinkle
ON528935	Twinkle
ON529850	Y762_L438_RecD_SNF2
ON529851	Y762_L438_RecD_SNF2
ON529854	L762_P438_SNF2
ON529856	L438_PcrA_RecD_SNF2
ON529857	Y762_L438_RecD_SNF2
ON529858	Y762_L438_RecD_SNF2
ON529860	Y762_L438_RecD_SNF2
ON529861	RecD_SNF2
ON529862	L438_PcrA_RecD_SNF2
ON529863	F762_SNF2
ON529865	F762_L438
ON529867	F762_SNF2
ON540301	L762_SNF2
ON548418	L438_RecD
ON548419	L438_RecD
ON548420	L438_RecD
ON548421	L438_RecD
ON548431	L762_SNF2
ON548432	L762_SNF2
ON556632	L762_SNF2
ON568193	Y762_Gp4
ON568341	L438_Dda_UvsW_Gp41_UvsX
ON571554	Y762_Gp4
ON585039	L438_Dda_UvsW_Gp41_UvsX
ON602724	F762
ON602726	F762
ON602727	F762
ON602728	F762
ON602730	UvrB_Twinkle
ON602731	L762_UvrD_SNF2
ON602732	F762
ON602733	Y762_Gp4
ON602735	UvrB_Twinkle
ON602737	RecG
ON602738	UvrB_Twinkle
ON602739	F762
ON602740	F762
ON602741	UvrB_Twinkle
ON602742	Y762_Gp4
ON602743	F762
ON602744	RecG
ON602745	L762_SNF2
ON602746	UvrB_Twinkle
ON602747	UvrB
ON602748	F762
ON602749	F762_Dda
ON602751	F762_Dda
ON602752	F762
ON602753	Y762_Gp4
ON602754	F762
ON602757	F762
ON602758	UvrB
ON602759	UvrB_Twinkle
ON602760	UvrB_Twinkle
ON602761	F762
ON602762	F762
ON602764	Y762_Gp4
ON602767	F762
ON604651	Y762_Gp4
ON615601	L438_UvsW_Gp41_UvsX
ON623732	SNF2
ON624112	Y762
ON637770	Y762_L438_SNF2_Twinkle
ON645339	P438_Gp41_RecA
ON645346	SNF2
ON687735	Twinkle
ON699007	RecA
ON712643	Y762_L438
ON714422	UvsW
ON715521	Y762_Gp4
ON720977	L762_SNF2
ON721384	L762_SNF2
ON721385	L762_SNF2
ON724017	SNF2
ON754979	Y762_Gp4
ON755175	F762
ON755176	F762
ON755181	DnaB
ON755184	DnaB_RecA
ON755185	SNF2_Twinkle
ON758385	L438_UvsW_Gp41_UvsX
ON778007	DnaB
ON807605	UvrB
ON809560	UvrB
ON809761	L762_SNF2
ON809765	SNF2
ON843697	UvrB_Twinkle
ON853583	UvsW_Twinkle
ON854455	DnaB
ON857932	L438
ON857933	F762
ON857940	DnaB
ON857943	F762_RecD
ON868915	L438_Gp4
ON881905	UvrB_Twinkle
ON886116	L762_SNF2
ON911539	F762
ON911540	P438_UvrD_UvrB
ON922918	RecG
ON922919	Dda
ON922990	L438
ON932079	L762_L438_SNF2
ON932081	F762
ON932084	L762_L438_SNF2
ON950054	L438_SNF2_RecA
ON950090	Y762_Gp4
ON960072	F762
ON968452	F762_P438_PcrA_RecD_SNF2
ON968453	SNF2
ON968455	SNF2_Twinkle
ON970561	Twinkle
ON970568	F762_Twinkle
ON970569	RecB
ON970571	F762_SNF2
ON970575	L762_UvsW
ON970583	F762_SNF2
ON970586	F762_RecB
ON970588	SNF2
ON970590	P438_Gp41_RecA
ON970610	DnaB
ON970614	F762_P438_Gp4
ON970616	F762_Twinkle
ON970620	SNF2_Twinkle
ON970624	F762_RecB
ON970625	F762_P438_Gp4
ON975036	F762_L438_UvsW_Gp41_RecA
ON981384	Twinkle
ON995367	Y762_Gp4
OP009266	P438_SNF2
OP009268	P438_SNF2
OP009282	UvrB
OP009285	L762_P438_SNF2
OP018674	SNF2
OP018999	Gp4
OP019135	F762
OP021677	F762_RecB
OP021678	Gp4
OP021680	P438_Gp41_RecA
OP028995	L762_SNF2
OP053362	L438_RecD
OP056089	Gp4
OP068340	SNF2
OP068343	Y762_L438_SNF2_Twinkle
OP079918	Y762_Gp4
OP087423	F762
OP087522	UvrB_Twinkle
OP094641	UvrB_Twinkle
OP103917	Y762_Gp4
OP114730	UvrB
OP114731	F762
OP117450	F762
OP123707	SNF2
OP125534	DnaB
OP125547	Y762_Gp4
OP136151	UvrB_Twinkle
OP161219	Y762_Gp4
OP168678	DnaB
OP168920	Y762_Gp4
OP172642	SNF2
OP172643	L762_SNF2
OP172645	L762_SNF2
OP172646	L762_SNF2
OP172648	L762_SNF2
OP172650	L762_SNF2
OP172651	L762_SNF2
OP172653	L762_SNF2
OP172657	L762_SNF2
OP172672	L762_SNF2
OP172681	L762_SNF2
OP172682	L762_SNF2
OP172683	L762_SNF2
OP172684	L762_SNF2
OP172685	L762_SNF2
OP172687	L762_SNF2
OP172689	L762_SNF2
OP172690	L762_SNF2
OP172691	L762_SNF2
OP172692	L762_SNF2
OP172693	L762_SNF2
OP172694	L762_SNF2
OP172698	L762_SNF2
OP172699	L762_SNF2
OP172701	SNF2
OP172707	L762_SNF2
OP172711	L762_SNF2
OP172713	L762_SNF2
OP172716	L762_SNF2
OP172718	L762_SNF2
OP172719	L762_SNF2
OP172720	L762_SNF2
OP172721	L762_SNF2
OP172723	L762_SNF2
OP172724	L762_SNF2
OP172725	L762_SNF2
OP172726	L762_SNF2
OP172727	L762_SNF2
OP172730	L762_SNF2
OP172732	L762_SNF2
OP172734	L762_SNF2
OP172735	L762_SNF2
OP172736	L762_SNF2
OP172737	L762_SNF2
OP172738	L762_SNF2
OP172739	L762_SNF2
OP172740	L762_SNF2
OP172744	L762_SNF2
OP172745	L762_SNF2
OP172746	L762_SNF2
OP172747	L762_SNF2
OP172748	L762_SNF2
OP172749	L762_SNF2
OP172750	L762_SNF2
OP172753	RecD
OP172757	RecD
OP172777	RecA
OP172780	L762
OP172781	L762
OP172782	L762
OP172783	L762_SNF2
OP172790	Y762_Gp4
OP172794	SNF2_Twinkle
OP172797	SNF2_Twinkle
OP172799	DnaB
OP172802	L762
OP172803	L762
OP172807	L762
OP172808	SNF2_Twinkle
OP172810	UvrB_Twinkle
OP172811	L438_RecB
OP172820	UvsW_Twinkle
OP172821	L762_SNF2
OP172823	L762_SNF2
OP172825	L762_SNF2
OP172826	L762_SNF2
OP172829	L762_SNF2
OP172835	L762_SNF2
OP172841	DnaB
OP185507	Y762_Gp4
OP185508	Y762_Gp4
OP186293	Y762_L438_RecD_SNF2
OP251154	UvrB_Twinkle
OP254195	SNF2_Twinkle
OP263969	L438_UvsW_Gp41_RecA
OP265889	DnaB
OP292654	L438_Dda_UvsW_Gp41_UvsX
OP296941	L438_Gp4
OP297178	F762_L438_UvsW_Gp41_RecA
OP297530	Twinkle
OP297541	L762_UvsW
OP297542	SNF2
OP297545	Twinkle
OP297551	DnaB
OP310979	RecD_SNF2
OP312987	Dda
OP313112	Dda
OP328422	SNF2
OP328423	L762_SNF2
OP329100	Y762_Gp4
OP341624	DnaB
OP341625	DnaB
OP341626	DnaB
OP341627	DnaB
OP341628	DnaB
OP341630	DnaB
OP361299	L762_P438_SNF2
OP373729	UvrB_Twinkle
OP375635	RecG
OP377721	DnaB
OP380492	F762_L438_SNF2_UvsW_Gp41_RecA
OP380599	Dda_UvsW_Gp41
OP380601	L438_Dda_UvsW_Gp41_UvsX
OP380604	L438_Dda_UvsW_Gp41_UvsX
OP380606	Dda_UvsW_Gp41
OP389270	L762_SNF2
OP394178	L438_RecA
OP413827	F762_L438_RecD
OP413828	Y762_Gp4
OP413829	F762
OP413830	Y762_Gp4
OP413831	F762_L438_RecD
OP429095	L762_UvsW
OP432864	UvsW_Gp41_RecA
OP434442	SNF2
OP434443	F762_Twinkle
OP434448	SNF2
OP434449	Twinkle
OP434455	F762_Twinkle
OP434458	SNF2
OP434461	L762_UvsW
OP434463	SNF2
OP441381	F762
OP455115	UvrB_Twinkle
OP455935	Y762_Gp4
OP455938	UvrB
OP481051	F762_Dda
OP481875	UvrB_Twinkle
OP484857	UvrB
OP484858	UvrB
OP485124	Y762_Gp4
OP490271	DnaB
OP491958	Y762_Gp4
OP495736	UvsW
OP503973	L762_SNF2
OP534061	L438_RecD_DnaB
OP535465	L438_UvsW_Gp41_UvsX
OP542242	F762_P438_DnaB
OP547478	F762_DnaB_RecA
OP557969	L438_Dda_UvsW_Gp41_UvsX
OP558001	L438_Gp4
OP558004	UvrB_Twinkle
OP559177	SNF2_Twinkle
OP583595	F762
OP585104	DnaB
OP589283	SNF2
OP589309	F762_Gp4
OP599913	SNF2
OP617560	Y762_Gp4
OP617741	L438_RecB_Gp4
OP617742	UvrB_Twinkle
OP617743	Y762_L438_UvrD_Gp4
OP617744	UvrB_Twinkle
OP617745	Dda_UvsW_Gp41_UvsX
OP620755	Y762_Gp4
OP620756	Y762_Gp4
OP626794	Gp4
OP628076	F762_L438_SNF2_UvsW_Gp41_RecA
OP646176	L762_SNF2
OP654737	RecB_Gp41
OP662523	L762_SNF2_Twinkle
OP662524	L762_SNF2_Twinkle
OP662525	L762_SNF2_Twinkle
OP662530	L762_SNF2_Twinkle
OP662531	L762_SNF2_Twinkle
OP662532	L762_SNF2_Twinkle
OP676228	UvrB_Twinkle
OP688485	F762_UvrB
OP718284	Y762_Gp4
OP727261	F762
OP743926	RecG
OP744025	L438
OP745420	UvrB_Twinkle
OP745480	F762
OP745619	L762_SNF2
OP745621	UvrB_Twinkle
OP748252	UvrB_Twinkle
OP751147	P438
OP751148	F762_P438
OP751153	L762_UvsW
OP751378	F762_RecB
OP752703	L438_UvsW_Gp41_RecA
OP753450	F762_SNF2
OP764599	Y762_Gp4
OP764672	F762_L438_RecD
OP779214	RecG_Twinkle
OP784575	L438
OP784576	P438_UvrD_UvrB
OP793496	Y762_Gp4
OP793884	Gp4
OP795451	DnaB
OP797796	F762
OP797801	L762_SNF2
OP807344	DnaB
OP810509	DnaB
OP819285	F762
OP820467	F762_P438_Gp4
OP820474	F762_Twinkle
OP820700	F762_L438
OP820701	L438
OP828577	DnaB
OP830906	DnaB
OP830907	DnaB
OP831581	L762_DnaB
OP834087	UvrB
OP850600	L438_Gp4
OP867020	SNF2_Twinkle
OP867022	DnaB_RecA
OP869846	UvrB_Twinkle
OP869847	Twinkle
OP869848	DnaB
OP869849	UvrB_Twinkle
OP870143	F762_Dda
OP870145	Dda_UvsW_Gp41_UvsX
OP875100	Y762
OP882271	UvrD_UvrB
OP889240	SNF2_Twinkle
OP910133	F762_RecB
OP917824	UvrB
OP917831	L438_UvsW_Gp41_UvsX
OP917929	L438_UvrD_Gp4
OP918135	UvrB_Twinkle
OP918262	F762_DnaB_RecA
OP918669	Twinkle
OP921040	UvsW
OP921041	UvrB_Twinkle
OP924282	Y762_L438_Gp4
OP924284	L762_SNF2
OP924544	Y762_Gp4
OP926971	RecG_Twinkle
OP940114	F762_UvsW_Gp41_RecA
OP947158	H762
OP947159	F762_SNF2
OP947161	SNF2
OP947162	DnaB
OP947164	DnaB
OP947165	SNF2
OP947166	L762_SNF2
OP947225	Y762_Gp4
OP948730	F762
OP964055	UvrB
OP966774	SNF2
OP970825	Y762_Gp4
OP985601	SNF2
OQ025076	Y762_Gp4
OQ025229	UvsW_Gp41_RecA
OQ031071	UvrB
OQ031073	Y762_Gp4
OQ031075	F762_L438_DnaB
OQ031076	Y762_Gp4
OQ032511	I438_RecD
OQ032512	L438_UvsW_Gp41
OQ055246	UvsW
OQ067476	H762
OQ067477	F762_UvrB_Twinkle
OQ067478	H762_RecD
OQ067610	Y762_Gp4
OQ101251	F762
OQ101254	DnaB
OQ101257	DnaB
OQ106917	F762_L438_UvsW_DnaB
OQ129412	SNF2
OQ129425	F762_L438_UvsW_Gp41_RecA
OQ135102	F762
OQ135104	F762
OQ135105	SNF2
OQ137559	F762
OQ137560	F762
OQ137561	SNF2
OQ174506	L438_Gp4
OQ181210	F762_Dda
OQ183418	PcrA_Gp4
OQ190478	F762_Twinkle
OQ190479	P438
OQ190481	F762_Twinkle
OQ221536	F762_P438_UvsW
OQ221551	F762_UvsW
OQ221557	F762_P438_UvsW
OQ221563	L762_SNF2
OQ223306	UvrB_Twinkle
OQ240252	RecG_Twinkle
OQ240253	UvrB
OQ259508	L762
OQ259509	L762
OQ267593	UvrB_Twinkle
OQ268095	DnaB
OQ291023	L762_SNF2
OQ291025	Gp4
OQ291029	F762_L438_DnaB
OQ291031	F762_L438_DnaB
OQ291032	F762_L438_DnaB
OQ291033	F762_L438_DnaB
OQ291034	F762_L438_DnaB
OQ291035	F762_L438_DnaB
OQ291036	F762_L438_DnaB
OQ291067	L762_SNF2
OQ302138	F762
OQ319120	L438_UvsW_Gp41_UvsX
OQ319121	L438_UvsW_Gp41_UvsX
OQ319938	UvrB
OQ326496	RecD
OQ326580	RecD_SNF2
OQ331036	L438_Dda_UvsW_Gp41_UvsX
OQ355699	DnaB
OQ355700	DnaB
OQ355701	L438_DnaB
OQ355704	DnaB
OQ359885	UvrB_Twinkle
OQ359886	UvrB_Twinkle
OQ359888	F762_L438_DnaB
OQ359889	F762_L438_DnaB
OQ359892	F762_Dda
OQ361627	Y762_L438_Dda_UvrD_UvsW_Gp4_Gp41_UvsX
OQ362005	F762_L438_DnaB
OQ363659	L438_SNF2
OQ376857	F762
OQ376858	F762
OQ378314	F762
OQ378339	F762_RecD
OQ383211	F762_DnaB_RecA
OQ383620	F762_L438_DnaB
OQ383622	F762_L438_DnaB
OQ401623	SNF2
OQ401624	SNF2
OQ411014	L438_Dda_UvsW_Gp41_UvsX
OQ412633	F762
OQ414636	UvrB
OQ417965	H762_P438
OQ417973	H762_P438_RecB
OQ417975	H762_P438
OQ427096	L438_UvsW_Gp41_UvsX
OQ435241	F762
OQ436456	RecG_UvrB_Gp41_RecA
OQ442786	L762_SNF2
OQ451773	F762
OQ469755	UvrB_Twinkle
OQ503491	F762
OQ504958	Twinkle
OQ504960	L762_P438_SNF2
OQ504961	RecG_Twinkle
OQ504979	L438_UvsW_Gp41_UvsX
OQ504980	L438_UvsW_Gp41_UvsX
OQ504981	L438_UvsW_Gp41_UvsX
OQ504984	L438_UvsW_Gp41_UvsX
OQ507919	Y762_Gp4
OQ508957	L438_Dda_UvsW_Gp41_RecA
OQ508958	Y762_L438_Gp4
OQ540923	L762_SNF2
OQ540924	F762
OQ540978	Y762_Gp4
OQ547903	DnaB
OQ555808	Twinkle
OQ560326	UvrB
OQ560327	P438_RecB_UvrD_DnaB_RecA
OQ571799	L438_Dda_UvsW_Gp41_UvsX
OQ572407	UvsW
OQ572410	RecA
OQ579023	Y762_Gp4
OQ579029	Y762_Gp4
OQ579030	Y762_Gp4
OQ579031	Y762_Gp4
OQ579032	Y762_Gp4
OQ587939	P438_DnaB
OQ587941	P438_DnaB
OQ589852	L762_SNF2
OQ594355	Gp41_RecA
OQ594955	DnaB
OQ603349	Y762_Gp4
OQ603351	L438
OQ603353	F762_L438_SNF2_DnaB_RecA
OQ603354	F762
OQ603356	L762_L438_SNF2
OQ622005	Y762_Gp4
OQ622006	UvrB_Twinkle
OQ622093	Y762_Gp4
OQ622096	UvrB_Twinkle
OQ622254	Y762_Gp4
OQ623132	SNF2
OQ623150	DnaB
OQ625504	P438_SNF2
OQ627164	UvsW
OQ627712	L438_Dda_UvsW_Gp41
OQ627802	RecG_SNF2_Twinkle
OQ627805	RecG_Twinkle
OQ627807	UvrB
OQ628262	Gp4
OQ632216	L438_SNF2
OQ633473	UvrB
OQ660438	L762_SNF2
OQ672741	P438
OQ672742	P438
OQ672743	P438
OQ672744	P438
OQ672746	P438
OQ672747	P438
OQ672748	P438
OQ672749	P438
OQ672750	P438
OQ672751	P438
OQ672752	P438
OQ674082	UvsW
OQ676962	L762_RecG
OQ680138	Y762_Gp4
OQ680139	UvrB_Twinkle
OQ680479	F762_L438_DnaB
OQ680480	F762_L438_DnaB
OQ680481	F762_L438_DnaB
OQ687052	DnaB
OQ689083	UvrB
OQ689084	F762
OQ689089	DnaB
OQ689734	Y762_Gp4
OQ696342	L762_SNF2
OQ703102	Y762_Gp4
OQ703770	Y762_Gp4
OQ709208	SNF2_Twinkle
OQ709212	F762_Twinkle
OQ709216	F762_Twinkle
OQ709218	F762_Twinkle
OQ709222	SNF2
OQ709223	SNF2_Twinkle
OQ709411	DnaB
OQ716796	Y762_Gp4
OQ717042	F762_I438_UvrB
OQ718882	UvrB_Twinkle
OQ719603	F762_Dda_SNF2
OQ721915	L438
OQ722176	L438_Dda_UvsW_Gp41_UvsX
OQ722443	F762_P438_Dda
OQ729741	Gp4
OQ734493	F762
OQ735257	RecD_SNF2
OQ744524	UvrB
OQ744525	UvrB
OQ744526	UvrB
OQ745668	Y762
OQ749652	RecD
OQ756160	L762_SNF2
OQ790081	F762
