ID	enriched_cb_chain	Syntenome
Ga0531457_000286	(76380_210221_238571, 210221_76380_212587)	1
Ga0531457_000287	(851_150396_93109, 150396_851_216465)	10
Ga0531457_000291	(20901_55325_228322, 20901_170518_107809, 55325_20901_170518, 55325_228322_97450, 60443_149396_107809, 149396_107809_170518, 195078_201465_234451)	2
Ga0531457_000292	(37019_156323_210221, 37019_167968_37462, 156323_37019_167968, 156323_210221_238571)	1
Ga0531457_000294	(28704_60073_193402, 28704_240122_60804, 50308_60804_240122, 50308_128744_76581, 60073_28704_240122, 60073_193402_201451, 60804_50308_128744)	58
Ga0531457_000298	(37925_151736_151389, 74843_228345_92238, 151736_37925_212076, 151736_151389_202356)	59
Ga0531457_000300	(20597_123819_123818)	29
Ga0531457_000303	(13929_144306_185068, 42156_193134_243533, 64172_243533_193134, 92161_175512_93602, 144306_185068_244445, 144349_244445_185068)	16
Ga0531457_000306	(851_150396_93109, 37643_851_150396, 127693_64303_142639)	10
Ga0531457_000316	(473_149478_75694)	67
Ga0531457_000318	(107848_223798_243148, 107848_238278_184713, 193436_243148_223798, 223798_107848_238278)	24
Ga0531457_000321	(2821_240332_151710, 64046_143179_202706, 143179_64046_191972, 143179_202706_202706, 202706_151710_240332)	49
Ga0531457_000322	(53533_133067_134456, 133067_134456_159250)	50
Ga0531457_000324	(9139_32601_190390, 112994_53302_172592)	0
Ga0531457_000326	(51514_223182_149419, 212335_51514_223182)	45
Ga0531457_000327	(3799_74759_183869, 3799_84933_56505, 14123_102958_84677, 74759_3799_84933, 84933_56505_100076, 175843_234477_190567)	54
Ga0531457_000337	(24308_212690_64097, 24309_24310_112743, 24309_24310_211469, 24310_24309_24310, 64097_229009_151500, 68384_212691_195299, 212690_24308_229008, 212690_64097_229009, 212691_195299_229008)	56
Ga0531457_000341	(151389_151736_202356)	67
Ga0531457_000351	(156323_133282_167968)	0
Ga0531457_000360	(3957_212202_50832, 38808_74355_193869, 50832_153237_212205, 74355_193869_107385, 107385_212205_153237, 153237_50832_212202, 193869_107385_212205, 195150_3957_212202)	68
Ga0531457_000361	(56889_193775_195840, 92319_56889_193775)	67
Ga0531457_000364	(38832_143193_123936, 151389_151736_202356)	67
Ga0531457_000367	(20167_75937_144617, 20167_236281_212118, 75937_20167_236281, 75937_144617_236437, 84124_100303_236437, 100303_236437_144617)	8
Ga0531457_000368	(51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 60674_51058_107136, 107136_134637_149159)	45
Ga0531457_000371	(212628_107769_238826)	53
Ga0531457_000377	(51696_123936_188809, 74843_75854_188809, 75854_188809_123936)	59
Ga0531457_000388	(64046_143179_202706, 143179_64046_191972, 202706_151710_240332)	49
Ga0531457_000389	(73123_193636_76652, 184856_73123_193636)	9
Ga0531457_000391	(76380_210221_238571)	1
Ga0531457_000392	(28498_32482_122190, 28501_55098_75157, 28501_187028_211164, 32482_28498_101566, 32482_122190_156320, 55098_28501_187028, 80605_104161_244740, 84179_96875_122997, 84179_156320_122190, 104161_244740_202068, 187028_211164_238727, 202068_238727_211164, 238727_202068_244740)	33
Ga0531457_000395	(20411_47175_47174, 47174_143486_134855, 47175_47174_143486, 75847_134855_143486, 75847_200959_151700, 134855_75847_200959)	41
Ga0531457_000405	(51558_175910_75464, 51558_219287_153303, 106580_153303_219287, 106580_159289_207371, 153303_106580_159289, 159289_207371_243554, 175910_51558_219287)	1
Ga0531457_000406	(3799_74759_183869, 3799_84933_56505, 47440_229073_244603, 56505_100076_149131, 74759_3799_84933, 84933_56505_100076)	54
Ga0531457_000410	(28498_101566_66984, 32482_28498_101566, 56138_212509_156327, 60272_56138_212509, 80185_93512_122192, 84179_156320_122190, 156327_32018_210578)	33
Ga0531457_000411	(184856_22155_193636)	9
Ga0531457_000414	(50290_191939_202556, 50291_50290_191939)	50
Ga0531457_000416	(107848_223798_243148, 193436_243148_223798, 223798_107848_238278)	24
Ga0531457_000418	(6823_211656_80868, 6823_243844_151631, 47444_192201_84262, 80868_92788_134231, 84087_134231_92788, 92788_80868_211656, 133044_84262_192201, 211656_6823_243844)	25
Ga0531457_000420	(32601_159763_172588)	0
Ga0531457_000427	(76625_115112_115113, 115112_76625_210425, 115112_115113_151157, 115113_151157_188865)	51
Ga0531457_000428	(100039_117148_176235, 193237_151132_193238)	10
Ga0531457_000429	(60611_56790_143476)	71
Ga0531457_000433	(20167_75937_240523, 20167_236281_212118, 75937_20167_236281, 75937_240523_236437, 84124_100303_236437)	8
Ga0531457_000434	(51875_238818_149549, 144349_51875_238818)	16
Ga0531457_000435	(37925_151736_151389, 74843_75854_188809, 75854_188809_123936, 151736_151389_202356)	59
Ga0531457_000436	(50308_104812_68100, 50308_128744_76581)	58
Ga0531457_000439	(72260_202496_145952)	45
Ga0531457_000440	(17365_144617_122939, 53610_17365_144617)	1
Ga0531457_000444	(56889_193775_153159, 92319_56889_193775, 134399_151736_151389)	67
Ga0531457_000445	(17365_84872_185588, 17365_181092_122939, 32635_122939_181092, 42156_42250_243824, 42156_210425_134824, 42250_42156_210425, 50246_115091_134715, 68071_32635_122939, 84872_17365_181092, 84872_185588_134715, 115091_134715_185588, 193134_134824_210425)	1
Ga0531457_000446	(20517_169143_228537, 38691_75051_228537, 75051_38691_237832, 75051_228537_169143)	29
Ga0531457_000450	(76380_210221_238571)	1
Ga0531457_000455	(74669_212462_93138, 199322_93138_212462)	63
Ga0531457_000459	(32597_200935_55574, 92161_175512_213073, 175512_213073_212630)	0
Ga0531457_000465	(477_193775_201053, 176577_481_219615)	67
Ga0531457_000468	(22940_167968_228602, 47463_228602_167968, 167968_22940_236162)	0
Ga0531457_000471	(216882_24518_244535)	41
Ga0531457_000477	(34341_97036_187325)	74
Ga0531457_000480	(75927_75926_93197, 101141_151506_240870, 151506_240870_244335)	60
Ga0531457_000481	(396_149108_37538, 396_172588_9139, 9139_32601_190390, 28783_37538_149108, 32601_9139_172588, 37537_240726_104803, 134299_37537_240726, 149108_396_172588)	0
Ga0531457_000496	(53582_53582_68915)	58
Ga0531457_000497	(73088_73087_213264)	59
Ga0531457_000503	(112128_104489_175512)	10
Ga0531457_000508	(17365_234857_80765, 159287_80765_234857)	1
Ga0531457_000512	(28704_133234_213086, 28704_240122_60804, 59307_59308_107392, 59307_193402_213086, 59308_59307_193402, 133234_213086_193402)	58
Ga0531457_000517	(59394_75065_84127)	7
Ga0531457_000519	(32788_123936_244613)	59
Ga0531457_000521	(24673_219359_193658)	58
Ga0531457_000526	(3865_115023_193637, 76652_193636_193637, 115023_193637_193636)	9
Ga0531457_000528	(76675_186989_143066, 133305_64246_143059)	48
Ga0531457_000534	(172592_75950_228870)	0
Ga0531457_000536	(32879_238067_238068, 187992_187991_219222)	42
Ga0531457_000540	(114_112319_149108, 396_172588_9139)	0
Ga0531457_000546	(32634_42156_193134, 32634_243824_68071, 42156_32634_243824)	0
Ga0531457_000547	(73087_188210_216675, 80551_73087_188210, 107025_24736_216675)	61
Ga0531457_000550	(114_72260_169179, 9162_20540_80897, 149108_176401_172588, 159763_172588_176401)	0
Ga0531457_000551	(32943_193007_170518, 50380_134074_170518, 134074_170518_193007)	53
Ga0531457_000555	(32668_37955_238601, 37955_32668_188293, 37955_238601_201046, 74816_238602_101076, 101076_244677_188294, 176333_74816_238602, 188294_201046_238601, 201046_188294_244677, 238602_101076_244677)	43
Ga0531457_000562	(216467_64572_216468)	12
Ga0531457_000563	(150396_851_216465)	10
Ga0531457_000565	(50736_101109_74881, 50746_74881_101109)	60
Ga0531457_000568	(17365_144617_122939, 17365_202778_185588, 42156_134824_193134, 134715_185588_202778, 144617_17365_202778)	1
Ga0531457_000573	(651_37546_25589)	45
Ga0531457_000574	(38877_122269_112545, 122269_112545_207093)	44
Ga0531457_000576	(56031_202133_156043, 56138_101531_156421, 74358_56138_101531, 75216_156043_202133, 101531_156421_133872, 133873_133872_156421, 156043_75216_156044)	25
Ga0531457_000581	(22405_75854_201005, 75854_201005_123936)	67
Ga0531457_000582	(64046_143179_202706, 64046_191972_102725, 75743_102725_191972, 143179_64046_191972)	49
Ga0531457_000590	(396_172588_159763, 172588_159763_190390)	0
Ga0531457_000591	(2821_240332_151710, 202706_151710_240332)	49
Ga0531457_000594	(32497_2981_74905, 75727_42062_207465)	0
Ga0531457_000595	(64353_56869_151499)	72
Ga0531457_000597	(22066_24283_24284, 24283_24284_228512)	61
Ga0531457_000598	(22031_176368_38949, 176368_22031_228452)	58
Ga0531457_000603	(76625_115112_115113, 115112_76625_210425)	51
Ga0531457_000605	(3957_212202_50832, 38808_74355_193869, 50832_153237_212205, 74355_193869_107385, 107385_212205_153237, 153237_50832_212202, 193869_107385_212205)	68
Ga0531457_000615	(55207_55206_201341)	79
Ga0531457_000617	(396_172588_159763, 32601_159763_172588, 149108_396_172588, 159763_32601_190390)	0
Ga0531457_000625	(51058_60674_212335, 51058_107136_134637, 51514_212335_60674, 51514_223182_100095, 60674_51058_107136, 107136_134637_149159, 212335_51514_223182)	45
Ga0531457_000628	(17365_144617_122939, 17365_234857_80765, 32635_122939_144617, 51558_219287_153303, 106580_153303_219287, 122939_32635_243605, 144617_17365_234857, 153303_106580_159289, 234857_80765_236336)	1
Ga0531457_000637	(50624_223884_134516, 50625_173723_134516, 60342_60343_219769, 60343_60342_243343, 92776_50625_173723, 92776_238373_202274, 173723_134516_223884, 201980_202274_238373, 223884_50624_243343)	4
Ga0531457_000639	(22201_60903_216882)	41
Ga0531457_000644	(17365_234857_188494, 144617_17365_234857, 234857_188494_236336)	1
Ga0531457_000649	(75743_92429_102725)	49
Ga0531457_000650	(32833_202714_219678, 32833_207497_207496, 202714_32833_207497)	41
Ga0531457_000655	(60443_149396_107809, 60443_211449_195078, 149396_60443_211449, 195078_201465_234451, 201465_195078_211449)	2
Ga0531457_000656	(74666_188881_193399, 188880_193399_188881, 193399_188880_243446)	36
Ga0531457_000660	(4952_204862_131943, 112658_131943_204862, 204862_4952_240465)	36
Ga0531457_000661	(28501_187028_211164, 55098_28501_187028, 94262_244740_202068, 134399_202068_244740, 134399_211164_187028, 201566_94262_244740, 202068_134399_211164)	33
Ga0531457_000664	(114_112319_149108, 396_172588_159763, 92439_37599_92440, 161206_396_172588)	0
Ga0531457_000665	(148_193134_42156, 13929_53365_193501, 53365_13929_144306, 122939_195007_243606, 156493_42156_193134, 188553_243606_195007, 193134_148_243604)	16
Ga0531457_000669	(59503_201641_149691, 159408_149691_201641)	50
Ga0531457_000671	(37246_210186_212520, 42156_156493_93518, 42156_210425_134824, 68071_151332_93518, 151332_93518_156493, 156493_42156_210425, 193134_134824_210425)	1
Ga0531457_000674	(114_104803_240726, 32497_2981_74905, 37537_240726_104803, 134299_37537_240726)	0
Ga0531457_000675	(51696_123936_188809, 74843_75854_188809, 75854_74843_101955, 75854_188809_123936)	59
Ga0531457_000676	(20167_75937_240523, 20167_236281_212118, 75937_20167_236281, 75937_240523_236437)	8
Ga0531457_000678	(68063_68821_84343)	10
Ga0531457_000682	(396_172588_9139, 149108_396_172588, 172588_9139_190390)	0
Ga0531457_000692	(462_123425_143154)	8
Ga0531457_000693	(28501_187028_211164, 55098_28501_187028, 104161_244740_202068, 134399_202068_244740, 134399_211164_187028, 202068_134399_211164)	33
Ga0531457_000694	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 68071_243824_243823, 134824_193134_149422, 144617_17365_234857, 144617_122939_159727, 193134_134824_210425, 213054_243823_243824)	1
Ga0531457_000695	(143026_75889_143821)	9
Ga0531457_000699	(24768_80765_234857, 32635_68071_151332, 32635_122939_144617, 42156_156493_93518, 42156_210425_134824, 68071_32635_122939, 68071_151332_93518, 151332_93518_156493, 156493_42156_210425, 193134_134824_210425)	1
Ga0531457_000712	(73123_193636_76652)	9
Ga0531457_000713	(60611_56790_143476)	71
Ga0531457_000714	(3585_216282_50878)	58
Ga0531457_000717	(20448_228452_22031, 38949_128744_74223, 50308_60804_240122, 50308_176369_68597, 60804_50308_176369, 176368_22031_228452)	58
Ga0531457_000718	(32943_193007_170518, 37107_50380_134074, 50380_37107_123806, 50380_134074_170518, 134074_170518_193007, 193007_32943_228322)	53
Ga0531457_000723	(17365_144617_122939, 17365_234857_144203, 24768_144203_234857, 144617_17365_234857, 144617_122939_159727)	1
Ga0531457_000726	(42220_238571_50328)	2
Ga0531457_000728	(42156_156493_243824)	16
Ga0531457_000730	(17365_144617_122939, 17365_234857_80765, 24768_80765_234857, 42156_210425_134824, 42156_243823_243824, 68071_243824_243823, 144617_17365_234857, 144617_122939_159727, 210425_42156_243823)	1
Ga0531457_000734	(80993_122096_240858)	60
Ga0531457_000735	(17365_144617_122939, 17365_234857_80765, 144617_17365_234857, 144617_122939_223210)	1
Ga0531457_000738	(17365_181092_122939, 42156_134824_193134, 68071_223210_122939, 133886_149422_193134, 134824_193134_149422, 181092_17365_202778)	1
Ga0531457_000745	(32728_50736_101109, 50736_101109_74881, 50746_74881_101109)	60
Ga0531457_000749	(2888_51379_185478, 51379_2888_219181, 193237_151132_193238)	10
Ga0531457_000752	(84242_239950_234777)	73
Ga0531457_000759	(75743_92429_102725, 92429_75743_143180)	49
Ga0531457_000764	(134824_193134_149422, 193134_134824_210425)	1
Ga0531457_000767	(80765_172554_123859, 80765_234857_144989, 122939_144617_144989, 144617_144989_234857, 172554_80765_234857)	1
Ga0531457_000773	(22360_42153_243010, 42153_243010_56518)	51
Ga0531457_000775	(55207_55206_201341)	79
Ga0531457_000778	(142525_172592_216877)	54
Ga0531457_000795	(101135_144558_238571)	7
Ga0531457_000798	(101141_101142_244337, 101141_151506_240870, 101142_101141_151506)	60
Ga0531457_000799	(47119_238278_80481, 202174_80481_238278, 234654_47119_238278)	17
Ga0531457_000800	(92161_175512_213070, 133169_84202_143697, 144349_92161_175512, 175512_213070_212630, 213070_212630_213074)	0
Ga0531457_000804	(59503_201641_149691, 159408_149691_201641)	50
Ga0531457_000807	(50246_59531_115091)	1
Ga0531458_00002	(17365_144617_122939, 17365_234857_80765, 24710_153303_211267, 24710_159289_243554, 42156_210425_204783, 42156_243823_243824, 51558_175910_75464, 72708_243824_243823, 144558_238571_193134, 144617_17365_234857, 153303_24710_159289, 159287_80765_234857, 193134_204783_210425, 204783_193134_238571, 210425_42156_243823)	1
Ga0531458_00003	(9999_84127_75065, 53869_9999_84127, 57869_237963_150780, 101843_229451_185716, 219105_57869_237963)	7
Ga0531458_00006	(80481_238278_234654, 173642_234654_238278, 193436_80606_202174)	17
Ga0531458_00007	(101353_211158_244750, 122130_244750_211158)	37
Ga0531458_00008	(2615_24606_104612, 24606_2615_101135, 37370_193378_104612, 66826_84984_101135, 66826_133619_134835, 84984_66826_133619, 92172_184702_156667)	8
Ga0531458_00010	(144872_176647_156667, 144872_240408_215942, 176647_144872_240408, 176647_156667_184702)	2
Ga0531458_00011	(211879_111301_238158)	10
Ga0531458_00012	(2659_84459_144084, 34081_38656_53307, 38656_53307_201980, 76455_219833_107276, 92776_182933_173723, 92776_223885_228811, 107276_219801_202007, 182933_92776_223885, 201980_244164_223886, 219801_107276_219833, 219833_76455_228812)	4
Ga0531458_00015	(50624_223884_134516, 92776_223885_228811, 92776_243341_173723, 134516_173723_243341, 173723_134516_223884, 223885_92776_243341)	4
Ga0531458_00022	(42156_210425_204783, 42156_243823_243824, 72708_243824_243823, 144558_238571_193134, 193134_204783_210425, 204783_193134_238571, 210425_42156_243823)	1
Ga0531458_00023	(92172_184702_156667, 156667_194941_226823, 184702_156667_194941, 194941_226823_215942)	8
Ga0531458_00024	(156667_194941_226823, 194941_226823_215942)	8
Ga0531458_00034	(202241_202077_237966)	11
Ga0531458_00037	(31619_214548_64467, 194974_31619_214548)	30
Ga0531458_00038	(50624_223884_134516, 60342_60343_219769, 60343_60342_243343, 60343_219769_238090, 142271_151032_238090, 223884_50624_243343)	4
Ga0531458_00042	(851_24859_93109)	10
Ga0531458_00045	(50186_134779_244174)	8
Ga0531458_00046	(50186_134779_244174)	8
Ga0531458_00048	(17365_201753_122939, 17365_234857_80765, 57967_84459_187004, 122939_195007_243606, 201753_17365_234857, 234857_80765_236336)	1
Ga0531458_00052	(2615_24606_104612, 24606_2615_101135, 37370_193378_104612, 66826_84984_101135, 66826_133619_134835, 84984_66826_133619)	8
Ga0531458_00055	(80982_32484_111943)	10
Ga0531458_00059	(134835_133619_218284)	7
Ga0531458_00060	(462_123425_143154, 45115_462_123425)	8
Ga0531458_00061	(851_24859_93109, 851_237220_107846, 24859_851_237220, 24859_93109_193802, 74243_112326_127693, 74243_193802_93109, 112326_74243_193802)	10
Ga0531458_00065	(31619_214548_64467, 194974_31619_214548)	30
Ga0531458_00072	(142288_223705_229453, 161194_229453_223705)	30
Ga0531458_00077	(2615_24606_104612)	8
Ga0531459_000002	(4952_204862_131943, 74666_188881_193399, 104457_219210_134089, 122396_134089_219210, 188880_193399_188881, 193399_188880_243446, 204862_4952_240465)	36
Ga0531459_000003	(142461_176145_156103, 176145_142461_188392, 211512_210728_219885)	38
Ga0531459_000004	(22759_159312_22760, 33176_101621_101622, 59775_33176_101621, 68345_228647_243274, 68345_228648_201921, 101329_201915_144346, 101621_101622_185117, 101622_185117_201913, 144346_201914_201913, 159312_22759_238900, 159312_22760_201909, 185117_201913_201914, 185118_101329_201915, 185118_201916_243273, 201914_144346_201915, 228647_68345_228648)	28
Ga0531459_000005	(3841_166924_240627, 28508_211513_211512, 55501_211508_211526, 84800_211526_211508, 142461_176145_156103, 142657_156103_176145, 176145_142461_188392, 185050_219885_210728, 188398_195811_212879, 195163_55501_211508, 195811_212879_198925, 210724_185050_219885, 210728_211512_211513, 211512_210728_219885, 211513_28508_219886)	38
